commit,Cyclomatic,CyclomaticModified,CyclomaticStrict
08f9c32463bf9e578acb7ac5f77afd36e803c6bc,5.302174919018973,5.1517815826006474,6.254974548819991
08fd81c9b6495a395a527985d18aa51c4ae66cdc,5.264871906209292,5.115067303517152,6.204950065132436
09002f1b31482dfbd0f471cd3614d542ea7a77a4,5.30179972311952,5.152284263959391,6.281033687125058
090a09272ac3bead828519b66eb62d53b53ecf7d,5.2562199912701875,5.105630728939328,6.1946748144914885
090dbea6843f860de8c981d97d031621176fc2be,5.263913043478261,5.113913043478261,6.204782608695652
0911c475c86862735caab43099ddb787d2e72f65,5.299772209567198,5.147152619589977,6.247835990888382
09153277f8948d3ed8cb6712f135a9caeaa006f6,5.303872437357631,5.15125284738041,6.252391799544419
091853a1aad7e337ac24a55c466820db41ad1026,5.261249453910004,5.110528615115771,6.201834862385321
0918e25077cb9321011a973703cc597b078f0ab5,5.2055498458376155,5.053956834532374,6.173175745118191
091a8f769dc7c3a8ab78b19a69354098e0632bda,5.19197562214322,5.039614017267649,6.159471813103098
091f8e28b452bf800e7abb8dace49ebd8897faac,5.315356489945155,5.162248628884826,6.267824497257769
092bbcdf3b10a73cc24bdf3ba3cc6782a5b0245f,5.279909706546276,5.128668171557562,6.221670428893905
092c55d0940420a705e0fa0708ec846babab6d3d,5.277727682596934,5.126690712353471,6.221370604147881
093048b22913be23fe45635e8723d3aa3a185ff3,5.265631929046563,5.116629711751663,6.21019955654102
094381ed79f4f0b67f30502da1202ff627261645,5.248319327731092,5.090756302521008,6.182773109243698
094aa09aa59cd9fc417aa250f6ac46e602b40325,5.279909706546276,5.128668171557562,6.221670428893905
094d6e6272c7bd3db3e876ead6d755fbbd6fcedf,5.353343094192289,5.201561737432894,6.339677891654466
0952ca8a959ec3ecd8e929592249732e619416e3,5.368604073522106,5.214605067064084,6.360158966716344
0955ab465430d15ad71208654370f511cfd4815c,5.438877755511022,5.284068136272545,6.443386773547094
0956eaa621c98453cda9c9fd55d35d97ddfd3ac6,5.257317605941459,5.106596767147225,6.196155526430756
09595ab3818619a34281b85e1fb98802182e12a2,5.255252570406795,5.106392489941887,6.187751452838623
095b3b2c04850368b2ec77b96db29c3ce5b9424c,5.26256006989952,5.111839231105286,6.203145478374836
095c741edd1d9604b6c285000a836721fd69f051,5.260812581913499,5.110091743119266,6.201397990388816
09667d013c91124ac0ff870322e184f0de53744f,5.322099447513812,5.170718232044199,6.329281767955801
