commit,Cyclomatic,CyclomaticModified,CyclomaticStrict
0d32c183b636ffba6462b21ed0c844b6cb887b3f,5.305375347544023,5.155236329935125,6.282669138090825
0d44a2dacc84fb7dcb5d684800e976f3b3c76d00,5.1940071102082275,5.0416455053326565,6.1604875571356015
0d4a132144a14ae6801523960cbc1939a9bab6c1,5.259339704604692,5.109470026064292,6.199391833188532
0d4a8b5b6ce4db0846b3545a753f0e698db3eda9,5.265102129508909,5.114298131247284,6.206866579747936
0d54ad9cd44231c33f5776f67afea924c9a589b3,5.417962870045158,5.263421976919218,6.417962870045158
0d583ff02d1a6551863acf3bf87e6f19eef8c5ab,5.359708737864078,5.206796116504854,6.344660194174757
0d59ffb47ed58f519bfa2796d38364496735ab19,5.35342732134176,5.20223626640739,6.337384540593097
0d5f844f0a6c73df21d5ce940082a1a034703a6e,5.2684444444444445,5.120444444444445,6.212444444444444
0d670e78182b80f2289ce52fbe7885a210243080,5.19197562214322,5.039614017267649,6.159471813103098
0d71dbfd507305f47660bed912a5e52cbf8afc16,5.194514982224479,5.0421533773489084,6.162519045200609
0d75bfe67bfd7538c0188f862fb4770f09620b8d,5.305375347544023,5.155236329935125,6.282669138090825
0d789a5bc1aeef2d6d0d3120efc4b85766a0a327,5.207128099173554,5.055268595041323,6.175619834710743
0d7bdad49dd345abff709d79b59b252f527e7819,5.256938227394808,5.1078782452999105,6.20053715308863
0d824bc7f65d08e6602a1f72fcaf0cb580f8f78f,5.27072072072072,5.11981981981982,6.213063063063063
0d86bbdc11c1c5afc33f072824f753ffeacbf13c,5.309082483781279,5.158480074142725,6.261816496756256
0d8a814d8ac6b18834def72912781ce6fe45fa89,5.297258979206049,5.144612476370511,6.258506616257089
0d9c527d5963fca098ea4964f4129511bd5d82d8,5.358333333333333,5.205882352941177,6.345098039215686
0d9c6dc9ec316c5b117ee53b44d346349bd8b818,5.438376753507014,5.283567134268537,6.44438877755511
0d9f9424ad12c8e9e71db45776f6bf4a143b90f3,5.376937984496124,5.223837209302325,6.364341085271318
0da0e49ba12225684b75e86a4c9344ad121652cb,5.251563896336014,5.09964253798034,6.192582663092047
0da2ba4880f971de2782f2d4cfcd68f9148d2860,5.257655293088364,5.10673665791776,6.199037620297463
0dab2468ee5bbfaa854a22eb17c70647fc8b6b83,5.3666035950804165,5.2133396404919585,6.356669820245979
0db3dc75f30239aa3b36071c7b9ff21c16ba449a,5.268884892086331,5.118255395683454,6.210431654676259
0db625f5d69c9d1fb6ace137fc755887aef3049e,5.271704903283851,5.121007647323437,6.214125056230319
0dbd562cc4bea7f51f63e5786b84730d5e6a64a2,5.263913043478261,5.113913043478261,6.204782608695652
0dc3ad99d21d6456f395165fa27967e4866f329b,5.265943600867679,5.115401301518438,6.207375271149675
0dc3b035e03a4028a22cd2a8b5f21086e3227047,5.361702127659575,5.208510638297873,6.349408983451537
0dc95a4d8a71bcb0c9d0163716bd99c2d785bd10,5.260926573426573,5.11013986013986,6.201048951048951
0df23781fedc5be6c0dc943e39107b7f1b265826,5.252057167605024,5.099610220874838,6.192291035080121
0df3550d598394c4c6948b17ba6ce0f6c99139a3,5.306765523632993,5.156626506024097,6.28498609823911
0df8e96566ddcae4adc4efc096944c064f60b8bd,5.252057167605024,5.099610220874838,6.192291035080121
0e187d758cd4ad0f929b90b04adee7ec19f7fc93,5.271704903283851,5.121007647323437,6.214125056230319
0e2678af4c90f0cb28d04cb87f2a71ea2ec47f5d,5.26539462272333,5.114917606244579,6.206418039895924
0e267b7a240454538349407c0101cc17168cebcf,5.260812581913499,5.110091743119266,6.201397990388816
0e2a0915b3360a4aec00143820b0bb5ad64efa90,5.277852954442941,5.126747857465043,6.221019395579612
0e408fc347088aa54f97cada3b880afd2560cc94,5.43937875751503,5.284569138276553,6.445390781563126
0e496492d26a8f7f360b6fad1aed2cae74403fa1,5.26539462272333,5.114917606244579,6.206418039895924
0e4b63b5a8b8d369720f0671040113e347221042,5.194685743484926,5.043944813490036,6.159427695452223
0e544bf6cdde69987f92c2ea59ef4016bda0f62d,5.265168539325843,5.1155056179775285,6.206292134831461
0e5bba53af7d6f911e99589d736cdf06badad0fe,5.245316681534344,5.09678858162355,6.175735950044603
0e6d899feeda4ebe87ddd44cba7279f55c5177ab,5.3759071117561685,5.222060957910014,6.362844702467344
0e72462fb403110461faa1b06369b5c989ded381,5.3063104560110546,5.156609857208659,6.281897742975588
0e758ac5a8073983774dee15f1cd3d3b6c4bb5fd,5.344646271510516,5.190248565965583,6.316921606118547
0e7af5f6d16a4cef7d981ac9631f35d146904eca,5.26362484157161,5.104773975496409,6.2044782425010565
0e81d016f11ce93494b73d68220f59cf4b5a1da2,5.367446393762183,5.214912280701754,6.353313840155946
0e87b85683df145007862d23b5f0773368d66464,5.244870651204282,5.096342551293488,6.174843889384478
0e94ee9415e6cf6952b755347b57319e93356210,5.2055498458376155,5.053956834532374,6.173175745118191
0e9f62dab9fcce57279751bba47718d3f8baf3c8,5.358048780487805,5.206341463414634,6.345365853658537
0ea5292e6be2f37b647b744177cfe6cc5e6f605d,5.2782530391715445,5.1274200810445745,6.220621341737956
0ead000c3aca13a10ae51a3c74c866981e0d33b8,5.3759071117561685,5.222060957910014,6.362844702467344
0eade20cd93dfe09044cbe8b64dcc9945f113d42,5.369723435225619,5.21688500727802,6.354682193110141
0eb5a4f91182d8c05fdc15597273d2381b112d7f,5.252490255521871,5.100043308791685,6.192724122996968
0eb75ce8272fa4e61bc5e4d8cd1a1384b2eaf071,5.193499238191976,5.041137633316405,6.162011173184357
0ec218656a02ea48e173262f7b80513feeb7f263,5.26743669480231,5.119502443358507,6.211017325633052
0ed556d38f90f940fdd2d9e6360b4a7544cd34e8,5.2629969418960245,5.112276103101792,6.203145478374836
0ef1a4e32a720928a497a13ef08aa8f0a63dc476,5.280812641083521,5.129571106094808,6.2225733634311515
0ef67acdd784852ee8e86dcdb653cc290c1a77a3,5.266070668369519,5.106428267347807,6.206045125585355
0ef8e169aa40ac98dce71f61074bcd729cd9ba54,5.305375347544023,5.155236329935125,6.282669138090825
0efcb8b0beeb542cf8ef80af0917c1c79e5e117c,5.305375347544023,5.155236329935125,6.282669138090825
0efeb5ca12f070ca3a8cec48761af863e9a7f6fe,5.340974212034384,5.186723973256925,6.31279847182426
0f05154c7064f82f122b845e0fe49a487d3a8d6e,5.271797153024911,5.1236654804270465,6.216637010676156
0f12c7d4d175bb0566208213b1b340b6794f305c,5.192991366175724,5.040629761300153,6.1604875571356015
0f199b1ee051e3e6854268841335287c3ad94b88,5.310823311748381,5.157261794634597,6.28677150786309
0f1dc53f45d307c8342bf547d79695b614cf9c26,5.254332755632582,5.096187175043328,6.189774696707106
0f213754f6db9c005d881c13a858901e6d40ccb0,5.271255060728745,5.120557804768331,6.213675213675214
0f259664a09fa4e22f7c46d9aeca5717e82ef4d5,5.278966131907309,5.130570409982175,6.225044563279857
0f2dc722dd01097d1e1c1dac43b2f57924594457,5.2713523131672595,5.123220640569395,6.2161921708185055
0f30315ba15f792fac6f901ca486900a74fdb86d,5.354775828460039,5.203216374269005,6.340155945419103
0f3d855efc2f8104bb3e168dd3f74bc84e0d2d45,5.415122684026039,5.260891337005508,6.413119679519279
0f41b92c79ea10647d2998735758796f29764252,5.268884892086331,5.118255395683454,6.210431654676259
0f47d3d78ee2fc4c81950eeaf2c9a11b1a81bcad,5.351219512195122,5.199512195121951,6.336585365853659
0f57f731ea2a540a4c82b476054e8a36aebb2314,5.263478260869565,5.113478260869565,6.2043478260869565
0f59128f7bb6ce20889156efd101d1e059377eaa,5.257754477937964,5.107033639143731,6.197029270423766
0f650e1479c99e21ffb11bb5906a3abe55081a9b,5.358563803978651,5.205725376031053,6.342552159146045
0f71fa273fc6c352a266894f1f757c5950230d9b,5.422366450324513,5.267598602096855,6.4263604593110335
0f80fb185e438a45c734c158c67f479ee4a837bc,5.26876404494382,5.118202247191011,6.21123595505618
0f8472a4973d8ded25ece3a7efb25afa8719a393,5.25324966382788,5.103989242492156,6.190049305244285
0f8e831356d4f1a34baf46bb1a6b2d4c89ec9cb8,5.194758478931141,5.043165467625899,6.15775950668037
0f90a9f27e464caffe69c5ab9e4d744b53bad143,5.255642361111111,5.105902777777778,6.194878472222222
0f974e2124e5220674eee079988b87e23f5e2de1,5.341814159292035,5.1902654867256635,6.357853982300885
0fa5a2ed8d9f6d987f1ea479fe8ea56a26b89303,5.265943600867679,5.115401301518438,6.207375271149675
0fae1e072a925b76f35666c9bcd965ea5e3e5574,5.301572617946346,5.151248843663275,6.253931544865865
0faff988eed719c53daf470cf0a88c26d0e83525,5.258092738407699,5.107174103237095,6.199475065616798
0fb3c4fc9a20cc3d7869d46bb8a774e4038fc62c,5.3551219512195125,5.203414634146341,6.340975609756097
0fbdb52f9eb1b73cb207891e00ce18c2d20ed6c9,5.266070668369519,5.106428267347807,6.206045125585355
0fc333ba20b43a8afee5023e92cb3384ff4e59a6,5.292570373788648,5.142593447161975,6.244577757268113
0fcf760e3cc336d28e0ab30e829ea33d37b3ae37,5.276422764227642,5.125112917795844,6.218157181571816
0fd6c99bdf72ac0c03bf4806f7540d580794215e,5.437875751503006,5.283066132264529,6.443386773547094
0fd90daba84a165adda7cd4721fcd009e0bebc56,5.263913043478261,5.113913043478261,6.204782608695652
0fe5043dad74352c08447eb1913df0b6c3f2731c,5.1826484018264845,5.032978183663115,6.143581938102486
0fe8d516bb70c675fc9cea9339247b01f7e96cad,5.2684444444444445,5.120444444444445,6.212444444444444
0ff597830f51d0eb6fd53fa4b59f6eee3f0f77e5,5.437875751503006,5.283066132264529,6.443386773547094
0ffaa00f453978bffc4ff0f8a45ea0a52549e7cd,5.265943600867679,5.115401301518438,6.207375271149675
0ffe1c9c5f2ee6e2efeccff6cf67674130a9c39a,5.372881355932203,5.219854721549637,6.359322033898305
1016495a7190911b37c354f7a985278c51ae6666,5.27023381294964,5.119604316546763,6.213129496402877
10174da9f1643eb939d93d479547494baf77377b,5.267318317042074,5.107522311942201,6.208669783255418
10184b2718db480b4a9bfcb78b6f1c4783dbec85,5.192483494159472,5.040121889283901,6.15997968511935
101dd4de16eea300a59e432452fd4fc06e1ac7f2,5.299814643188137,5.14967562557924,6.275254865616311
101f3dc92a4cedb1f359f6ddce913b631ffa75b6,5.356725146198831,5.205165692007797,6.341130604288499
1022379886946c59f673a871d79be7804fae8746,5.248319327731092,5.090756302521008,6.182773109243698
102cf7a6aa1f09177c09536a81dbaef44e13e038,5.244870651204282,5.096342551293488,6.176628010704728
103251a318ed960c9574e68ad21d013fca78560b,5.250108178277801,5.097793163132843,6.190393768931199
1032eb9c2aa34b4a908fb9d2d1cfe9680e0c34ce,5.195740365111562,5.043610547667343,6.1668356997971605
1046c118d8116496dc4737b9229bdf7339202ba6,5.2669565217391305,5.11695652173913,6.208260869565217
104985c59eb5f318daf6732af9a2b7a9f63d0857,5.436372745490982,5.281563126252505,6.440380761523046
104a93a329fdb5ea530cee4012a3023346f2a849,5.371527777777778,5.217261904761905,6.361607142857143
104d6cb0a838dce0c0385a265219a2b961957005,5.270342374388617,5.122276567363272,6.21476211649622
1050e9874b708c3a65afc5af689ad2efe4df9053,5.375786924939467,5.2227602905569,6.362227602905569
1053fe829c037c5a725786bac35d05a113c91f55,5.271797153024911,5.1236654804270465,6.216637010676156
105c0efff335bc813fe7bf970fbdf1b92fc49391,5.252490255521871,5.100043308791685,6.192724122996968
106b672adee17391e80c34913c8383e6b426b466,5.2055498458376155,5.053956834532374,6.173175745118191
1073094f30a8dd5ae49f2146f587085c4fe86410,5.43471735867934,5.279639819909955,6.441220610305153
107642fe2661236f48b912480e090799e339c512,5.2521815008726005,5.101657940663176,6.193717277486911
10881f076e19fbd0fa7b753b7c6c8203b419be83,5.433082706766918,5.278696741854636,6.437092731829574
109064a0313c8a7c337f37936077ef3c9171d7ce,5.353343094192289,5.201561737432894,6.3391898487066864
10a9ddba2c3478c8080acc1b2c83d75d09ee2492,5.198875255623722,5.048057259713701,6.163087934560327
10ac85c785afed4163ed931149a87b30c7c5eaf9,5.270473660911908,5.1230633023461705,6.2138114209827355
10b6646afcf540139cdcf587071a3ae7b0efbc0a,5.193730729701953,5.042137718396711,6.1567317574511815
10c636a79a3786a5089b345032afe4bc23865a97,5.266070668369519,5.106428267347807,6.206045125585355
10c78a162fa821ee85203165b805ff46be454091,5.308619091751622,5.158480074142725,6.286839666357738
10cf3b076da31320108ad16bc3695a5e6a4600b0,5.2669565217391305,5.11695652173913,6.208260869565217
10e0ca843dea3e8135678600f22e0baa1edf6e44,5.300508552935737,5.1502542764678685,6.253814147018031
10ecb82e4f1f507d5f122e00fd4829b30953f853,5.253164556962025,5.1025752946311655,6.19249236141423
10ecfa76491e4923988337b2e2243b05376b40de,5.292165898617512,5.142396313364055,6.242396313364055
10f5c526561604ba9677dc27643b5c9bfad36458,5.194528875379939,5.042553191489362,6.163120567375887
10f65c239a885336b745cc9d2e1654980ffef41e,5.264783759929391,5.115622241835834,6.207855251544572
110a642801e55dcf6e9ffe415dfee3499d2c3c6f,5.26012601260126,5.109360936093609,6.211521152115211
110bdbddc85350b0f6f5eec223e102ca4b56e24f,5.37947725072604,5.2255566311713455,6.368344627299129
110d26fce8a9912d457c091faf14be9cbc22e3b8,5.437875751503006,5.283066132264529,6.443386773547094
11157492230874c0c2f36481e75f08406c4ed6e7,5.2772768259693414,5.1262398557258795,6.220919747520289
11179eb31178d3d162e1b0af50edbdc2a14da23b,5.306666666666667,5.157241379310345,6.280919540229885
111ef79afe185f8731920569450f6a65320f5d5f,5.270342374388617,5.122276567363272,6.21476211649622
1123026f0bf6cd6c63e0711ef19567e0048d0b6a,5.3576998050682265,5.206140350877193,6.342592592592593
112423eb905cf28c9445781a7647ba590d597ab3,5.379821958456973,5.226013847675569,6.3699307616221565
1127b3ced55b97229c55ff0c7585b284e3551a9e,5.4382591093117405,5.284412955465587,6.450404858299595
1129cf60a5e55684d171796f08d7e90e9642dadb,5.270342374388617,5.122276567363272,6.21476211649622
